Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,1/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Venezuela, RB",VEN,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1.464919044,1.082866844,1.817347407,1.979057592,1.948206225,1.727460427,1.922070152,2.010288344,2.047841307,2.642534983,2.819491266,2.741559665,3.297306426,5.548945376,4.375029966,5.17397314,5.648747537,6.588102235,6.244961666,7.408983854,6.792075505,6.838062887,8.772532189,9.782232976,9.547595262,8.009309967,7.583497053,7.815696097,8.758810395,7.811324199,8.91975624,10.3399876,11.73041376,11.02404657,12.29314782,18.10647391,15.30817977,15.32982541,14.23433926,14.31166276,15.98337002,18.59074431,19.08486494,24.65750767,27.78781322,30.15873907,29.45564945,29.68579569,30.56592725,29.54617012,22.71701632,21.30573648,22.22250032,20.1127576,24.93302782,24.69482536,21.86214924,22.22330764,
"Venezuela, RB",VEN,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,0.068534224,0.027530513,0.018357045,0.031413613,0.03167815,0.006882312,0.014957744,0.013537295,,0.023129409,0.520992951,,,0.036055526,0.02876732,,,,0.047167384,0.019863227,0.016258709,0.101454939,0.051502146,0.017283097,0.057085771,0.314895947,0.392927308,0.420580255,0.237665447,0.327207916,0.041927974,0.091355649,0.074341382,0.050587945,0.144723053,0.337954639,0.17773193,0.224880802,0.433225559,,0.298423405,0.280986833,0.393547133,0.670510483,0.479432693,0.391310023,0.415018702,1.058459616,0.640145546,0.766119167,0.616900092,0.767345471,0.534625946,0.68273283,0.897364432,0.611184697,0.786222684,0.762001767,
"Venezuela, RB",VEN,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,0.925212028,0.532256584,0.504818724,0.460732984,0.7602756,0.846524432,1.024605489,0.595640991,0.396732789,0.705446976,0.3932986,0.133855535,0.042219032,0.55164954,0.493838999,0.206481118,0.161835069,0.034334071,0.380769429,0.415236041,0.574745348,0.61399026,0.532188841,0.328378845,0.328243185,0.273822563,0.1702685,0.106449593,0.098725922,0.113836092,0.080568818,0.144651423,0.137087939,0.091407857,0.417370223,0.419233816,0.253542638,0.262543367,0.500770691,0.181639295,1.345417422,1.960974374,1.861164789,2.443423498,3.291674681,4.413731833,5.45305816,7.255514648,7.591600254,10.64384087,10.21609847,13.72875781,14.93567642,14.44547591,13.82641509,15.8667551,14.79605313,15.1780379,
"Venezuela, RB",VEN,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,1.559153602,1.082866844,0.945387793,0.638743455,1.156252475,0.984170681,1.234013911,0.859618248,0.425904317,0.977217532,1.093063643,0.133855535,0.042219032,1.341265549,0.867814163,0.206481118,0.161835069,0.034334071,0.928768674,1.036671301,1.008852867,1.680394397,0.652360515,0.36294504,0.3996004,1.081599124,0.956123117,0.658526404,0.492557826,0.564123014,0.264069594,0.355603903,0.342075691,0.306969993,1.472114493,1.231269319,0.929277485,1.137246072,1.537133168,0.181639295,2.429025434,3.705574462,2.739176318,3.669660216,4.388218615,5.502660011,6.683083409,8.929378977,8.809640196,12.37432145,11.70424654,15.42423751,16.28065155,15.80320053,15.48154875,17.42925773,16.66039015,17.48732588,
"Venezuela, RB",VEN,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,93.68628459,95.15462971,93.83203304,94.69109948,94.24249624,94.43909153,94.4880712,94.56477596,94.62077013,94.15404186,93.40586372,93.54023102,91.79684202,89.18334235,90.82082754,89.12646542,88.14241486,87.58722369,89.48939163,89.07711662,89.27087821,89.19843083,87.88841202,85.10197027,86.09961467,87.14403067,88.08120498,88.43769568,87.97575786,87.07631189,88.59508406,86.45321404,84.8677084,86.24316637,83.97233785,79.15194177,67.46827825,72.32986319,71.80810886,72.08052675,62.16369204,57.20994741,60.03713951,70.09161459,65.8143962,61.63141897,60.83854497,48.66330808,47.1874481,47.67142518,46.52495043,49.54173259,43.20575276,37.53952596,41.4448196,41.04654531,44.26550771,42.74931975,
"Venezuela, RB",VEN,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1188360000,1197310000,1304010000,1238120000,1249350000,1420520000,1306880000,1445050000,1665460000,1719570000,1869040000,2102850000,2462640000,2812440000,4148050000,6000060000,7662860000,10938000000,11767400000,10670000000,11827000000,13106000000,12944000000,6419000000,7774000000,8106000000,8504000000,9659000000,12726000000,7803000000,7335000000,11147000000,14065000000,12510000000,9187000000,12649000000,9880000000,14606000000,15817000000,14064000000,16213000000,18323000000,12963000000,9256000000,16679300000,24027300000,33616000000,46096600000,50450000000,41540000000,39000000000,48000000000,51331000000,48773000000,43169000000,33330000000,15550000000,10500000000,
"Venezuela, RB",VEN,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,0.342671121,0.27530513,0.229463056,0.041884817,0.134632137,0.034411562,0.06730985,0.128604305,,0.086735284,0.112371029,,,0.097349919,0.064726471,,,,,0.01418802,0.001625871,0.004509108,0.025751073,0.017283097,0.085628657,0.068455641,0.039292731,0.10540597,0.141222507,0.074684498,0.080784195,0.071529063,0.152029139,0.060364851,0.357407103,0.041092929,0.034151374,0.012673598,0.037650078,,0.067704857,0.077389647,0.049549799,0.099823556,0.10182749,0.094514198,0.221033985,0.081855773,0.116638394,0.084321522,0.18342063,0.18030716,0.135440555,0.199492277,0.135576656,0.203041179,0.222739819,0.321334222,
"Venezuela, RB",VEN,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,,,1.619410678,1.730683445,1.663981009,1.759407129,2.336601929,2.600026334,2.186346907,1.841263355,2.111968195,2.06374177,1.931291105,2.091421432,2.925035416,1.65056144,1.940737783,2.1301471,1.955723013,2.412970268,2.092595999,1.89671335,1.631805921,3.050350225,4.392017576,4.675243223,4.737271511,4.55547616,4.603730799,3.880605926,4.362932658,3.865448,2.830322964,2.771644746,2.907468378,3.60713975,3.152817415,2.395347896,2.244472612,1.754370334,1.730323976,1.562277471,1.615430608,1.720055137,1.848719411,1.454773107,1.364298611,1.21277335,2.049406338,1.447307468,1.38558494,1.274267989,1.720648422,1.150683413,,,,,
"Venezuela, RB",VEN,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,,,77.60325301,79.16115232,79.65648508,81.38547679,80.94701741,80.10483026,81.14846289,82.4708908,82.0061728,84.12001446,84.46266368,80.45757297,80.7460608,82.70633638,83.42391666,82.90459331,83.8389254,81.69187196,79.06739596,78.04532575,81.36388918,71.07365211,72.08938338,76.21864636,80.04936028,77.31259623,76.40175933,76.3522534,76.79071055,80.03309115,83.42211139,82.37519668,79.18936546,76.66919156,76.75330972,81.35197366,82.13786668,81.48745893,81.11544646,81.99840551,81.84819543,76.96798096,80.15942063,86.58191429,69.47367383,64.10541848,78.89853497,79.06142056,81.11233406,76.35103338,76.39751489,70.91349051,,,,,
"Venezuela, RB",VEN,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,,,,,,,,,,,9.033530572,10.01798561,9.130434783,8.514442916,6.603603604,5.651636813,6.650366748,5.350515464,4.612811937,4.586666667,4.851225899,4.41789836,5.999661991,4.05538695,3.265541059,4.258324924,5.090648855,5.205975555,5.744756488,1.942257218,4.212678937,2.1882494,1.722900215,1.997729852,2.379393146,2.544529262,2.926725059,7.479589149,6.213836478,6.049562682,5.323639775,5.822448528,7.308192458,8.346118441,6.43575942,8.978567291,9.062608094,9.176536417,9.079572909,9.213066646,6.772188494,5.261536566,6.172300981,8.551145531,5.775316456,5.768797416,3.992059991,,
"Venezuela, RB",VEN,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.258565453,7.240934876,6.215631045,5.86930841,8.673589657,11.90371705,11.2757119,10.38147267,10.1374222,8.221856718,7.567416486,6.171319052,6.14107679,4.190626634,,,,,
"Venezuela, RB",VEN,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,0.947047758,0.693175028,0.858534507,0.694561934,0.776188643,0.649664771,0.84321788,0.769390086,1.419137376,0.903466642,0.781737033,0.775656129,0.52402506,0.692846887,0.50658701,0.671414651,0.588227531,1.143400616,1.629605332,0.792506972,0.578057746,2.713354777,2.811382164,2.375487228,2.268328338,1.810347301,1.400357535,2.536239055,3.125237066,2.24629653,1.153536921,0.996639387,1.425904787,0.913387478,1.305090083,3.097358031,1.857183126,2.366085727,3.560751911,3.579874591,2.472620787,1.849615941,1.292730155,0.84084991,0.532475944,0.441981928,0.823722018,1.291325006,0.626018824,0.769235973,0.892059086,0.584177568,,,,,
"Venezuela, RB",VEN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,,,16.11373551,14.89788575,14.32433124,12.24277559,11.85478952,12.6609816,11.95908524,11.30159311,10.40397298,9.665683866,9.449820055,13.25037275,11.97667967,12.23168768,11.57552747,11.94129032,11.76568336,12.23778492,14.47879576,16.86225976,14.04482805,20.07529213,16.44618276,12.88378476,9.373620426,10.76907904,12.21837453,11.90778684,11.19828336,10.36645764,9.94413387,11.44614335,13.32216891,14.2900177,15.57493557,10.9357379,12.18416854,12.73902006,11.6815164,11.49176442,12.58754116,17.26456273,14.81341773,9.922244228,7.516609859,7.111608926,16.22963013,16.16034464,15.46774655,15.86882904,15.63481476,18.40506826,,,,,
"Venezuela, RB",VEN,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,,2.926506341,2.738631925,2.778399517,3.133989969,2.895722411,2.849585937,2.86954497,2.890261537,3.311530446,2.568310677,2.612304314,3.004598775,3.522050628,2.456863515,2.420009127,2.303306793,1.822160703,2.428421298,2.709070864,2.368598694,2.277414837,2.91049546,4.126552955,3.520101174,3.184138704,5.036813355,4.644146759,3.983474387,3.738174769,3.183758499,2.538499789,2.361248324,3.116118685,4.481634903,3.142933491,2.119770532,1.526924943,1.557900263,1.824422025,1.307306018,1.410031867,2.027794325,1.746694015,1.093366907,0.922156019,0.748171887,1.301245708,0.952958552,1.184252323,1.25961024,1.050126894,0.849007279,,,,,
"Venezuela, RB",VEN,Import unit value index (2000 = 100),TM.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,85,88,91,77,79,72,76,83,92,93,96,97,100,100,101,112,109,103,102,100,100,99.63673373,99.13855911,101.1214515,108.1996793,112.5279223,115.9036873,120.5398109,133.7992279,122.5600951,129.913686,141.6060144,143.0220411,143.0219939,141.0195692,137.0771796,138.4898282,142.029394,
"Venezuela, RB",VEN,"Tariff rate, most favored nation, weighted mean, primary products (%)",TM.TAX.TCOM.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.53,,,12.07,,12.65,15.19,14,13.5,13.63,14.08,14.44,14.22,14.02,14.26,18.74,20.16,18.33,14.18,20.99,20.99,20.99,17.21,17.21,16.19,,
"Venezuela, RB",VEN,"Tariff rate, applied, weighted mean, primary products (%)",TM.TAX.TCOM.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.53,,,10.02,,12.65,15.19,14,13.5,13.63,14.08,14.44,11.64,11.57,7.37,9.74,10.75,9.79,8.86,11.03,11.24,10.86,8.84,8.24,8.34,,
"Venezuela, RB",VEN,"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,2.684859,0,0,0,0,0,0,0.0745601,0,0,0,0,0,0,0,0,0,0,0,,
"Venezuela, RB",VEN,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.09,,,12.78,,12.66,12.76,12.66,12.68,12.71,12.71,12.7,12.65,12.64,12.77,13.58,13.8,13.8,12.99,13.8,13.8,13.8,13.38,12.49,11.74,,
"Venezuela, RB",VEN,"Tariff rate, applied, simple mean, primary products (%)",TM.TAX.TCOM.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.25,,,11.67,,13.05,13.7,13.58,13.5,13.74,13.84,13.85,12.36,12.22,10.77,11.07,11.7,11.82,12.21,11.57,11.49,11.17,10.94,10.58,11.16,,
"Venezuela, RB",VEN,"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.92516,,,26.50209,,30.03017,36.59037,33.97074,32.97226,35.20789,36.25419,35.04748,30.05198,29.31703,27.9931,41.05312,43.51194,44.23886,30.71551,43.22771,27.71588,41.46936,38.34772,33.25035,36.08167,,
"Venezuela, RB",VEN,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.29,,45.62,45.62,45.62,45.62,45.62,45.62,45.62,45.62,45.62,45.2,45.2,45.2,45.2,45.2,45.2,45.2,45.2,44.83,44.83,44.83,,
"Venezuela, RB",VEN,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.91,,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.91,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,,
"Venezuela, RB",VEN,"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.36,,,13.1,,13.4,13.69,13.02,13.37,14.46,13.7,12.75,13.27,13.6,14.18,15.55,14.99,13.61,12,12.51,12.51,12.51,13.93,14.48,13.9,14.52,
"Venezuela, RB",VEN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.36,,,11.49,,13.4,13.69,13.02,13.37,14.46,13.7,12.75,11.87,12.77,10.61,11.1,9.62,9.09,9.96,8.59,8.59,8.42,9.67,10.67,10.04,10.99,
"Venezuela, RB",VEN,"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0.292875,0,0,0,0,0,0,0.0063246,0,0,0,0,0,0,0,0.0334239,0,0,0,0,
"Venezuela, RB",VEN,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.59,,,13.68,,12.38,12.42,12.45,12.41,12.45,12.72,12.7,12.44,12.43,13,13.19,13.33,13.33,13.14,13.33,13.33,13.33,13,13.09,12.7,13.99,
"Venezuela, RB",VEN,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.13,,,12.8,,12.82,13,13.3,13.24,13.38,13.62,13.34,12.5,12.66,12.32,11.83,12.24,12.22,13.07,11.83,11.84,11.65,11.03,11.82,11.2,11.88,
"Venezuela, RB",VEN,"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.55614,,,19.72918,,22.0433,23.16753,24.20342,24.00479,24.66575,25.65559,23.37453,23.01268,22.97456,20.23103,43.80859,45.49072,45.55139,21.29695,44.11392,18.09623,42.89116,28.114,26.22231,24.87501,27.56214,
"Venezuela, RB",VEN,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.47,,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.46,36.46,36.46,36.46,36.46,36.46,36.46,36.46,36.68,36.68,36.68,,
"Venezuela, RB",VEN,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.98,,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,0,
"Venezuela, RB",VEN,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,13.42,,13.57,13.36,12.8,13.35,14.66,13.61,12.25,13.03,13.53,14.17,15.07,13.65,12.21,11.48,10.61,10.61,10.6,12.37,13.22,12.73,,
"Venezuela, RB",VEN,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,11.94,,13.57,13.36,12.8,13.35,14.66,13.61,12.25,11.93,12.96,11.09,11.3,9.33,8.89,10.22,8.04,8,7.87,10.05,11.78,10.91,,
"Venezuela, RB",VEN,"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363537,0,0,0,,
"Venezuela, RB",VEN,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.02,,,13.94,,12.3,12.33,12.39,12.34,12.37,12.72,12.7,12.38,12.37,13.09,13.09,13.21,13.21,13.21,13.21,13.21,13.2,12.9,13.34,13.07,,
"Venezuela, RB",VEN,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.23,,,12.92,,12.78,12.92,13.27,13.21,13.34,13.59,13.29,12.51,12.7,12.44,11.89,12.29,12.25,13.14,11.85,11.86,11.68,11.04,11.93,11.21,,
"Venezuela, RB",VEN,"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.85622,,,18.89572,,21.03678,21.47732,23.01195,22.87429,23.39736,24.43632,22.0556,22.32769,22.38748,19.52958,44.0559,45.67935,45.65614,20.44833,44.18037,17.2453,43.00342,27.3612,25.75197,23.96307,,
"Venezuela, RB",VEN,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.87,,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.89,33.89,33.89,33.89,33.89,33.89,33.89,33.89,33.86,33.86,33.86,,
"Venezuela, RB",VEN,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),SG.MMR.LEVE.EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,
"Venezuela, RB",VEN,Legislation exists on domestic violence (1=yes; 0=no),SG.LEG.DVAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,
"Venezuela, RB",VEN,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),SG.LAW.NODC.HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,
"Venezuela, RB",VEN,Law mandates paid or unpaid maternity leave (1=yes; 0=no),SG.LAW.LEVE.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,
"Venezuela, RB",VEN,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"Venezuela, RB",VEN,Law prohibits or invalidates child or early marriage (1=yes; 0=no),SG.LAW.CHMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
"Venezuela, RB",VEN,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no),SG.JOB.NOPN.EQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,
"Venezuela, RB",VEN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,5.9,5.9,12.1,,9.7,9.7,9.7,9.7,17.4,18,18.6,18.6,17.5,17,17,17,17,17,17,14.4,22.2,22.2
"Venezuela, RB",VEN,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,3.76232,4.43492,4.28233,5.18075,4.19942,,,4.05865,3.75059,,2.52841,,4.45461,3.94531,5.17318,,,,,,,,,,,,3.66906,3.62732,,6.87467,,,,,,,,,
"Venezuela, RB",VEN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.35784,,17.30758,16.44716,28.77946,,,,,,,,,,,,9.344,10.09005,,20.66358,,,,,,,,,
"Venezuela, RB",VEN,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,,,,,,,,,,,28.75716,25.96124,27.22352,,35.73565,37.49159,,37.07275,,,40.67392,40.79597,45.04788,43.60716,45.50045,,,40.11041,37.5706,,41.84016,,30.29731,35.08676,34.73089,,,,,,,,,,,,47.32643,43.48734,,22.5991,,,,,,,,,
"Venezuela, RB",VEN,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.92027092,,,,,,,,,
"Venezuela, RB",VEN,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,,,,,,,,,,,22.07208,24.87037,25.68135,,23.29068,18.55287,,17.29184,,,,,,9.80441,6.62191,,,4.59564,4.94084,,4.6246,,2.72439,2.44068,1.92502,,,,,,,,,,,,17.62346,17.51542,,19.03526,,,,,,,,,
"Venezuela, RB",VEN,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3679199,8.090530396,,16.60868073,,,,,,15.31865025,,,
"Venezuela, RB",VEN,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,,,,,,,,,,,41.95288,40.8744,40.76927,,31.23566,23.51594,,20.01359,,,,,,27.17616,24.13272,,,18.4959,21.18315,,20.74166,,11.59494,10.82648,23.13128,,,,,,,,,,,,27.74891,31.8146,,31.5452,,,,,,,,,
"Venezuela, RB",VEN,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0337095,9.075759888,,17.90830994,,,,,,18.54915047,,,
"Venezuela, RB",VEN,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13695,97.34033,,97.10798,,,,,,,,,
"Venezuela, RB",VEN,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.99988,97.24928,,100,,,,,,,,,
"Venezuela, RB",VEN,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.392,92.79148,,95.97507,,,,,,98.63426,99.2175,95.71425,
"Venezuela, RB",VEN,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53809,99.36869,,97.43429,,,,,,98.63426,99.22782,95.39456,
"Venezuela, RB",VEN,"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,,,,,,,,,,,,17.75598,19.73742,17.21842,,,,,,,,,,,,,,,,,,,,,,,,,,,38.33364,,,,,,,,34.00041,,,,,,,,,,
"Venezuela, RB",VEN,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,26.81753,21.71525,24.54517,26.3995,,,,,,,,,,,23.26385,,36.66103,38.36191,,,,,57.81273,,,,,,,,,,
"Venezuela, RB",VEN,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,19.34081,23.4347,22.89436,24.22767,,,,,,,,,,,33.94822,,39.87208,41.16028,,,,,97.68818,,,,,,,,,,
"Venezuela, RB",VEN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,9.49951,11.13659,12.52937,13.5546,15.16959,16.56384,,18.89344,19.15084,19.39068,18.88544,19.43114,19.69581,20.5565,20.27514,23.13464,22.56147,23.7327,25.3306,26.76815,27.81998,27.75641,,,,,,,,28.5268,,38.24255,39.7405,41.55117,,,,77.45471,76.99238,,,,,,,,,
"Venezuela, RB",VEN,"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,,,,,,,,,,,,12.35647,13.5235,13.23941,14.06831,13.49206,13.52216,,12.33728,12.02823,11.09243,10.9487,11.59082,12.10622,13.1436,12.66765,14.36467,13.6283,12.92616,13.31847,13.00745,11.92167,12.56549,,,,,,,,12.46705,,,,12.82033,,,,17.21552,12.87448,,,,,,,,,
"Venezuela, RB",VEN,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00752068,,,,,13.01982021,13.96212006,14.68426037,15.92150021,,24.8644104,,,,29.77755928,34.28989029,,
